연도,번호,도서명,저자명,출판사명
2014,338,박학한 무지,"니콜라우스 쿠자누스, 조규홍 역",지식을만드는지식
2014,339,부득이-17세기 중국의 반기독교 논쟁-,"양광선(楊光先) 외, 안경덕 외 역",(주)일조각
2014,340,예수 없이 예수와 함께,박경미,이화여자대학교출판부
2014,341,천자의 우주와 신화-고대 중국의 태양 신앙-,김현자,(주)민음사
2014,342,가온 찍기,김흡영,도서출판 동연
2014,343,너희는 나를 누구라 하느냐-통전적 예수 그리스도론-,윤철호,대한기독교서회
2014,344,종교상상하기-바빌론에서 존스타운까지-,"조너선 Z. 스미스, 장석만 역",(주)도서출판 청년사
2014,345,국왕의 불교관과 치국책,김종명,한국학술정보(주)
2014,346,"한국의 종교, 정치, 국가",강인철,한신대학교출판부
2014,347,연구윤리와 학습윤리,김명식 외,연암서가
2014,348,공학윤리-과학기술자를 위한 윤리 매뉴얼-,"Edmund G. Seebauer 외, 김영기 외 역",경북대학교출판부
2014,349,일본인 세화회-식민지조선 일본인의 전후-,최영호,논형
2014,350,Bridging the Technology GAP,Youngsoo Bae 외,서울대학교출판문화원
2014,351,"예교주의-17-18세기 중국 지식인의 윤리, 학문, 종족의 담론-","카이윙 초우(Kai-wing Chow), 양휘웅 역",모노그래프
2014,352,滿洲國 : 植民地的 想像이 잉태한 '複合民族國家',윤휘탁,도서출판 혜안
2014,353,동아시아의 파이렛츠(PIRATES)와 코르세어(CORSAIRS)-팍스 몽골리카의 동요와 고려 말 왜구,이영,도서출판 혜안
2014,354,"당척언(上,下)","五代 王定保, 김장환 역",학고방
2014,355,남송 시대 복건 사회의 변화와 식량 수급,이근명,(주)신서원
2014,356,고려-대원 관계 연구,이개석,(주)지식산업사
2014,357,일본의 우키요에 풍경화 속에 담긴 사상,김애경,도서출판 인문사
2014,358,프랑스공화국과 이방인들,박단,서강대학교출판부
2014,359,아우구스투스의 원수정,김덕수,도서출판 길
2014,360,중부지방 취락고고학 연구,송만영,서경문화사
2014,361,성곽 조사방법론,심정보 외,(주)사회평론아카데미
2014,362,삼국시대 고총고분 축조 기술,홍보식 외,진인진
2014,363,"한국의 전통극, 그 새로운 연구로의 초대",손태도,집문당
2014,364,영산강 민속학,표인주,민속원
2014,365,한국 마을신앙의 탄생,박호원,민속원
2014,366,이야기꾼과 이야기의 세계,김기옥 외,민속원
2014,367,마고할미 신화연구,조현설,민속원
2014,368,조선시대 김치의 탄생(조선시대 김치문화 성립과 김치식속의 다면성 연구),박채린,민속원
2014,369,경계를 넘다,"토코로 이쿠야, 안미정 외 역",도서출판 선인
2014,370,"글로벌시대의 문화인류학, 제2판","Barbara Miller, 홍석준 외 역",(주)시그마프레스
2014,371,또 하나의 냉전 -인류학으로 본 냉전의 역사-,"권헌익, 이한중 역",(주)민음사
2014,372,우즈베키스탄에서 배운다,전경수 외,민속원
2014,373,"미·완·의 기·록, 새만금사업과 어민들",함한희 외,아르케
2014,374,조선후기 명청소설 번역필사본 연구,김영,학고방
2014,375,여와의 오색돌-중국 문화의 신화적 원형-,선정규,고려대학교출판부
2014,376,돈황 민간문학 담론,전홍철,소명출판
2014,377,언어 너머의 문학,전형준,(주)문학과지성사
2014,378,문자학의 원류와 발전,"호박안, 임진호 외 역",도서출판 문현
2014,379,"흩어진 모래, 현대 중국인의 고뇌와 꿈",이종민,산지니
2014,380,서양문학에 나타난 죽음,황훈성,서울대학교출판문화원
2014,381,이론의 문화정치학과 비판적 페다고지-쇄신의 담론과 교육적 실천에 관한 에세이-,정정호,푸른사상사
2014,382,지구화 시대의 문화연구와 로컬의 문화적 상상력- 혼종문화론,김용규,소명출판
2014,383,「블랙우즈 에든버러 매거진」과 소설-19세기 영국 문학장 소묘,윤혜준,서강대학교출판부
2014,384,르네상스 영국 희곡의 표지 연구,신겸수,도서출판 동인
2014,385,포스트모던 영국소설의 세계,홍덕선,성균관대학교출판부
2014,386,슬픈 일본과 공생의 상상력,정형 외,논형
2014,387,20세기 일본문학의 풍경,손순옥 외,제이앤씨
2014,388,키워드로 읽는 겐지 이야기,일본고전독회 편,제이앤씨
2014,389,일본어현대문법,김공칠,백산출판
2014,390,광란의 오를란도 1~5,"루도비코 아리오스토, 김운찬 역",아카넷
2014,391,스페인문학의 사회사 1~5,"카를로스 블랑코 아기나가 외, 정동섭 역",(주)나남
2014,392,독일 신세대 문학,류신 외,(주)민음사
2014,393,Natural Derivational Phonology,Byung-Gun Lee,서울대학교출판문화원
2014,394,영어 결과문의 사건의미론적 분석 및 응용,이익환,한국문화사
2014,395,"의미론 1, 2","존 라이언스 (John Lyons), 강범모 역",한국문화사
2014,396,언어의 의미 및 화용 이론과 실제-형식 의미론적 관점과 인지 의미론적 관점을 중심으로-,윤영은,한국문화사
2014,397,명청시대 지역사회와 공연예술,안상복,도서출판 연극과인간
2014,398,현대 러시아 연극 연출가론,전정옥,도서출판 연극과인간
2014,399,한국무용통사-고대편,이병옥,민속원
2014,400,영화의 실천,"노엘 버치, 이윤영 역",아카넷
2014,401,음악인지과학,이석원,심설당
2014,402,왜관수도원으로 돌아온 겸재정선화첩,안휘준 외,(주)사회평론아카데미
2014,403,수월관음의 탄생,강우방,글항아리
2014,404,20세기 말의 미술,전혜숙,북코리아
2014,405,예술과 지식,"제임스O.영, 오종환 역",서울대학교출판문화원
2014,406,"예술과 비판, 근원의 빛",이순예,(주)도서출판 한길사
2014,407,독일 미학 전통-바움가르텐부터 아도르노까지-,"카이 함머마이스터, 신혜경 역",(주)이학사
2014,408,예술철학,"이폴리트 텐, 정재곤 역",(주)나남
2014,409,미와 비평,송영진,충남대학교출판문화원
2014,410,사용자책임의 연구,김형석,(주)박영사
2014,411,기후변화시대의 에너지법정책,조홍식,(주)박영사
2014,412,根抵當權比較硏究,김상용,화산미디어
2014,413,行政法 基本硏究 Ⅳ,김중권,법문사
2014,414,行政救濟의 基本原理,정남철,법문사
2014,415,法人論,송호영,신론사
2014,416,수법(水法)연구,김성수,신조사
2014,417,임금법제론,하경효,신조사
2014,418,한국 전통형법의 무고죄,서정민,민속원
2014,419,동산채권담보권 연구,김현진,경인문화사
2014,420,법의 한계  -법철학 및 사회철학 입문-,오세혁,세창출판사
2014,421,형사증거법 원론,권영법,세창출판사
2014,422,한국 법질서와 법해석론,한국법철학회 김도균,세창출판사
2014,423,기업처벌 법리의 재구성,한성훈,한국학술정보(주)
2014,424,얼마나 있어야 충분한가,"로버트 스키델스키 외, 김병화 역",부키㈜
2014,425,"국가의 추격, 추월, 추락-아시아와 국제 비교-",이근 외,서울대학교출판문화원
2014,426,Overcoming Financial Crises-The Korean Experience-,In June Kim 외,서울대학교출판문화원
2014,427,스라파와 가격이론-Sraffa and the Theory of Prices-,"알레산드로 롱칼리아, 박만섭 역",아카넷
2014,428,협조적 노사관계의 행방-전후 일본의 노동과 경영의 변용-,임채성 외,도서출판 박문사
2014,429,신고전학파 경제학과 행동 경제학,홍훈,신론사
2014,430,우리나라의 빈곤 함정,김성태 외,도서출판 해남
2014,431,무대의 경제학-공연예술 시장의 이해-,이재희,삼영사
2014,432,한국 조선산업의 성공요인,이경묵 외,서울대학교출판문화원
2014,433,노인의 삶의 질 향상을 위한 온라인 소셜 네트워크 구축 방안,김진우,집문당
2014,434,문화교류역량과 다문화 경영이 기업 경영성과에 미치는 영향,임병학 외,집문당
2014,435,개인의 사회적 정보보호를 위한 공공 정보서비스 개선 연구,장항배,집문당
2014,436,아시아의 빈곤과 한국기업의 역할,한인수,집문당
2014,437,중국의 경쟁다이나믹스-다국적기업의 진입 및 경쟁전략과 경영성과-,장세진,(주)박영사
2014,438,동북아물류,여기태 외,(주)박영사
2014,439,산업보안이론,이창무 외,법문사
2014,440,디지털경제 3.0,김기홍,법문사
2014,441,회계사상 및 제도사,홍정화 외,도서출판 두남
2014,442,여성교육투자에 대한 교육경제학적 탐색,백일우 외,집문당
2014,443,다문화가정 구성원에 대한 투트랙(two track) 한국어 교육방안 연구,박시균,집문당
2014,444,미국 공교육의 역사 새로 보기,김재웅,교육과학사
2014,445,한국인의 삶-태어나서 서른까지-,이성진 외,교육과학사
2014,446,조선시대 교육사 탐구,최광만,충남대학교출판문화원
2014,447,"북한사회와 굴절된 근대-인구, 국가, 주민의 삶-",박경숙,서울대학교출판문화원
2014,448,외국인 배우자의 다양성과 국제결혼의 안정성,김두섭,집문당
2014,449,사회는 갈등을 만들고 갈등은 사회를 만든다-한국사회의 갈등 지형과 연대적 공존의 모색-,박길성,고려대학교출판부
2014,450,막스베버 사회학,전성우,(주)나남
2014,451,융합문명론-분석의 시대에서 종합의 시대로-,김문조,(주)나남
2014,452,시민의 탄생 -조선의 근대와 공론장의 지각 변동-,송호근,(주)민음사
2014,453,경계의 여성들-한국 근대 여성사-,정진성 외,도서출판 한울
2014,454,탈주술화와 유교문화-세계화하는 한국의 사회문화-,전태국,도서출판 한울
2014,455,사회복지사를 위한 정치사회학,"토니 피츠패트릭, 남찬섭 외 역",나눔의집
2014,456,한국 사회복지실천의 고유성,최성재 외,집문당
2014,457,장애학의 쟁점 -영국 사회모델의 의미와 한계-,"Tom Shakespeare, 이지수 역",(주)학지사
2014,458,빈곤-어떻게 싸울 것인가-,김윤태 외,도서출판 한울
2014,459,사민주의 복지국가와 사회적 경제,김재훈,도서출판 한울
2014,460,복지국가의 미래-덴마크와 스웨덴의 고민-,전용덕,북코리아 
2014,461,환경복지국가-공생의 길-,최경구,한국학술정보(주)
2014,462,타인에게로,"엘리엇 소버 외, 설선혜 외 역",서울대학교출판문화원
2014,463,"문화와 심리학, 제5판","David Matsumoto 외, 신현정 외 역",도서출판 박학사
2014,464,"완벽주의-이론, 연구 및 치료-","Gordon L. Flett 외, 박현주 외 역",(주)학지사
2014,465,마음이론,"Martin J. Doherty, 이현진 역",(주)학지사
2014,466,인지신경과학의 신경학적 기저,"Mark D’Esposito 외, 김남균 외 역",(주)학지사
2014,467,시각심리학의 기초,"Robert Snowden 외, 오성주 역",(주)학지사
2014,468,종교행동의 심리학적 이해,김동기,(주)학지사
2014,469,한국인의 위험지각,이영애 외,(주)나남
2014,470,현대 문화지리의 이해,한국문화역사지리학회,(주)푸른길
2014,471,"지도와 디자인, 제2판","John Krygier 외, 신정엽 외 역",(주)시그마프레스
2014,472,"지리학 1, 2","알프레트 헤트너, 안영진 역",아카넷
2014,473,개화기의 주거생활사-경상남도 가옥과 취락의 역사지리학-,최영준,(주)도서출판 한길사
2014,474,지리학의 창으로 보는 중국의 근대-1815~1911년 중국으로 진화된 서양지리번역서-,"쩌우전환, 한지은 역",도서출판 푸른역사
2014,475,관광과 관광공간,"Gareth Show 외, 김남조 외 역",백산출판사
2014,476,고지도의 우주관과 제도원리의 비교연구-<곤여만국전도>에서 <대동여지도>까지-,정기준,경인문화사
2014,477,공삼 민병태 교수의 정치학,김학준,서울대학교출판문화원
2014,478,불평등발전과 민주주의-한국정치경제론-,이연호,(주)박영사
2014,479,"소크라테스의 앎과 잘남-대화, 아이러니, 시민적 삶, 그리고 정치철학의 태동-",양승태,이화여자대학교출판부
2014,480,지배와 비지배-마키아벨리의 『군주』 읽기-,곽준혁,(주)민음사
2014,481,중국의 꿈-시진핑 리더십과 중국의 미래-,조영남,(주)민음사
2014,482,쿠바 미사일 위기-냉전 기간 가장 위험한 순간-,이근욱,서강대학교출판부
2014,483,평양의 카레이스키 엘리트들: 스탈린이 급파한 고려인 500명의 슬픈 역사,김국후,도서출판 한울
2014,484,왜 오스트리아 모델인가,안병영,(주)문학과지성사
2014,485,해방정국의 정치이념과 노선,심지연,백산서당
2014,486,한나아렌트 정치철학,홍원표,인간사랑
2014,487,반계 유형원의 행정사상,나중식,서울경제경영출판사
2014,488,한국인의 공공봉사동기-세계적 보편성과 한국적 특수성-,김상묵,집문당
2014,489,한국사회의 부패-진단과 처방-,박순애 외,(주)박영사
2014,490,공직사회의 낭중지추를 찾아서,임도빈 외,법문사
2014,491,질적평가를 위한 행정정의,이광석 외,도서출판 조명문화사
2014,492,공직윤리-책임있는 행정인-,"테리 L. 쿠퍼, 행정사상과 방법론 연구회 역",도서출판 조명문화사
2014,493,행정사상과 연구의 논리-한국 행정의 역사적 맥락에서-,강신택,도서출판 조명문화사
2014,494,일제강점기 조선언론 통제사,이연,(주)박영사
2014,495,한국 언론의 품격,박재영 외,(주)나남
2014,496,"세계화와 디지털 문화 시대의 한류-풀하우스, 강남스타일, 그리고 그 이후-",홍석경,도서출판 한울
